Z,track_ID,latitude,longitude,bit_rate,duration,track_listens,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_hotttnesss,artist_discovery,artist_familiarity,senti neg,senti pos,popular
567,34379,0,0,320000,169,384,0.652383239,0.376542558,0.466579697,0.896322672,0.193672717,0.04166125,100.378,0.356065712,0.100738,0.096429513,0.047962,0,0,0
568,34380,0,0,320000,196,228,0.27891229,0.389310239,0.443699741,0.901163341,0.11151918,0.040698817,228.131,0.095464501,0.100738,0.096429513,0.047962,0,0,0
569,34381,0,0,320000,369,219,0.64869852,0.120805263,0.69845278,0.94839859,0.331855927,0.05922373,98.099,0.036142562,0.100738,0.096429513,0.047962,0,0,0
570,34382,0,0,320000,204,196,0.725462212,0.298877904,0.466408704,0.883598396,0.121047649,0.032143698,179.965,0.071618657,0.100738,0.096429513,0.047962,0,0,0
571,34383,0,0,320000,477,474,0.979458867,0.202275802,0.750907457,0.971155365,0.109150073,0.051412881,113.519,0.112557674,0.100738,0.096429513,0.047962,0,0.508,0
572,34405,0,0,320000,450,160,0.95191841,0.295035277,0.567709229,0.000145851,0.105344516,0.037344482,140.238,0.126682928,0.100738,0.096429513,0.047962,0,0,0
573,34406,0,0,320000,318,527,0.063832102,0.395921376,0.926012996,0.885228687,0.194911118,0.042750492,96.218,0.126521339,0.324765,0.310875048,0.275075,0,0,0
574,34407,0,0,320000,147,116,0.770633893,0.47756669,0.388388561,0.955552812,0.106856203,0.02921115,118.204,0.476776554,0.100738,0.096429513,0.047962,0,0,0
575,34408,0,0,320000,166,88,0.895969656,0.546278205,0.833322782,0.966863359,0.162889868,0.032155871,151.976,0.77568571,0.100738,0.096429513,0.047962,0,0,0
576,34410,0,0,320000,189,121,0.004508186,0.329842376,0.756066534,0.899401463,0.609834559,0.039047332,150.08,0.311284726,0.100738,0.096429513,0.047962,0,0.608,0
577,34411,0,0,320000,235,137,0.735658323,0.554280278,0.489436588,0.840669517,0.10564412,0.033641576,110.086,0.408493802,0.100738,0.096429513,0.047962,0.348,0,0
578,34412,0,0,320000,408,208,0.969372602,0.19526099,0.722748553,0.965012116,0.121608113,0.035800218,151.977,0.149479236,0.100738,0.096429513,0.047962,0,0,0
579,34413,0,0,320000,347,105,0.718575608,0.268717199,0.982660735,0.84783206,0.107644766,0.078571764,110.367,0.163129696,0.100738,0.096429513,0.047962,0.355,0,0
580,34414,0,0,320000,124,95,0.801675107,0.605909288,0.935928907,0.21316733,0.09885902,0.046066109,119.452,0.289219106,0.100738,0.096429513,0.047962,0.383,0,0
581,34415,0,0,320000,242,539,0.039401962,0.413077182,0.488060239,0.799759918,0.333867323,0.047412126,120.009,0.176189121,0.100738,0.096429513,0.047962,0,0,0
582,34416,0,0,320000,334,107,0.350414225,0.622061023,0.580543924,0.852799281,0.140862059,0.028909945,112.717,0.939800883,0.100738,0.096429513,0.047962,0.365,0,0
583,34417,0,0,320000,306,260,0.629650375,0.200381509,0.86663674,0.960494191,0.114934494,0.055678045,132.461,0.273114687,0.100738,0.096429513,0.047962,0,0,0
584,34418,0,0,320000,128,74,0.516987754,0.278772321,0.838468838,0.967625043,0.274642134,0.101323224,127.887,0.037229865,0.100738,0.096429513,0.047962,0,0,0
585,34419,0,0,320000,317,76,0.988199283,0.2424107,0.79976576,0.963124162,0.28317437,0.041980311,131.307,0.194076323,0.100738,0.096429513,0.047962,0.419,0.258,0
586,34420,0,0,320000,200,82,0.826741282,0.310747852,0.319075601,3.03E-07,0.411380502,0.026276845,78.391,0.113882564,0.100738,0.096429513,0.047962,0,0,0
587,34421,0,0,320000,335,159,0.740056501,0.332057775,0.58744449,0.792722099,0.120696735,0.032106701,117.572,0.075907578,0.100738,0.096429513,0.047962,0,0,0
588,34422,0,0,320000,479,318,0.343980363,0.391554026,0.883130763,0.808477854,0.270289801,0.053431473,131.94,0.192110777,0.100738,0.096429513,0.047962,0,0,0
589,34423,0,0,320000,409,135,0.926089481,0.353759705,0.47277703,0.952327363,0.11020163,0.029719596,148.854,0.605765462,0.100738,0.096429513,0.047962,0,0,0
590,34424,0,0,320000,266,112,0.961357732,0.482926442,0.126566129,0.921042613,0.356154988,0.05578875,137.2,0.059710888,0.100738,0.096429513,0.047962,0,0,0
591,34437,0,0,320000,375,110,0.529662164,0.634319044,0.897884668,0.970062039,0.301052702,0.031475269,120.048,0.514496301,0.100738,0.096429513,0.047962,0,0,0
667,35465,39.9537358,-74.1979458,256000,254,167,0.001375461,0.163601064,0.531421008,0.901804171,0.51458647,0.037742422,138.804,0.265468374,0.559356,0.44084574,0.537326,0,0,0
668,35467,39.9537358,-74.1979458,256000,221,340,0.024885314,0.328499282,0.676806595,0.880967413,0.07507775,0.031148668,147.353,0.563422327,0.559356,0.44084574,0.537326,0,0,0
669,35468,39.9537358,-74.1979458,256000,141,224,0.714502653,0.417112904,0.798843093,0.933397311,0.157641922,0.036702979,108.941,0.458862741,0.559356,0.44084574,0.537326,0,0,0
670,35469,39.9537358,-74.1979458,256000,335,147,0.310505942,0.224283607,0.653872587,0.628972809,0.112385903,0.030780178,163.394,0.262836913,0.559356,0.44084574,0.537326,0,0,0
671,35470,39.9537358,-74.1979458,256000,91,169,0.576899616,0.268672134,0.66989045,0.843861605,0.48481905,0.040726053,158.964,0.509557537,0.559356,0.44084574,0.537326,0.232,0.347,0
672,35471,39.9537358,-74.1979458,256000,147,121,0.830168042,0.064054587,0.603158259,0.869236758,0.145198803,0.041307654,187.911,0.222914746,0.559356,0.44084574,0.537326,0,0,0
673,35472,39.9537358,-74.1979458,256000,125,150,0.055706944,0.273125729,0.645821862,0.937273597,0.206677851,0.04245353,133.823,0.312548363,0.559356,0.44084574,0.537326,0,0,0
674,35473,39.9537358,-74.1979458,256000,394,223,0.190849449,0.430670918,0.512409878,0.90804822,0.167165458,0.036820532,119.147,0.635732254,0.559356,0.44084574,0.537326,0,0,0
675,35474,39.9537358,-74.1979458,256000,175,222,0.594925032,0.418282163,0.428084062,0.785755167,0.37046423,0.033602999,118.437,0.587699126,0.559356,0.44084574,0.537326,0,0,0
676,35475,39.9537358,-74.1979458,256000,212,100,0.07501883,0.249392461,0.50519683,0.786048609,0.116406674,0.032618955,99.85,0.34279585,0.559356,0.44084574,0.537326,0,0,0
677,35476,39.9537358,-74.1979458,256000,230,131,0.004055669,0.294763075,0.555399284,0.833257118,0.206817842,0.029911972,152.439,0.668884699,0.559356,0.44084574,0.537326,0,0,0
678,35477,39.9537358,-74.1979458,256000,179,155,0.037270965,0.273619397,0.580566946,0.830012785,0.13936591,0.038880958,119.523,0.851299134,0.559356,0.44084574,0.537326,0,0,0
679,35478,39.9537358,-74.1979458,256000,110,124,0.085877502,0.191327781,0.586575486,0.78485372,0.111449638,0.038325062,146.719,0.587645883,0.559356,0.44084574,0.537326,0,0,0
688,35571,40.65,-73.95,320000,291,6614,0.020816291,0.386681317,0.612109152,0.892947739,0.049382107,0.0281202,202.027,0.460049745,0.137991,0.13208923,0.055108,0,0,1
689,36075,51.5073346,-0.1276831,256000,445,302,0.882984808,0.441774578,0.598336356,0.933884338,0.686040891,0.040074159,110.197,0.074025584,0.39825,0.381217151,0.327972,0,0,0
690,36076,51.5073346,-0.1276831,256000,305,210,0.872792811,0.404314071,0.778469005,0.917115506,0.116641298,0.072793548,124.577,0.163810987,0.39825,0.381217151,0.327972,0,0.524,0
691,36077,51.5073346,-0.1276831,256000,461,318,0.89006168,0.331189905,0.417824508,0.884438513,0.413829111,0.039620688,106.007,0.345975909,0.39825,0.381217151,0.327972,0,0,0
692,36078,51.5073346,-0.1276831,256000,216,241,0.982919087,0.52615589,0.184299879,0.959239258,0.134372297,0.03411804,102.974,0.169236039,0.39825,0.381217151,0.327972,0,0,0
693,36081,37.7749295,-122.4194155,256000,387,266,0.735453957,0.176186256,0.529684806,0.946589807,0.110881771,0.039790544,161.026,0.285710414,0.565522,0.44520331,0.538078,0,0,0
694,36082,37.7749295,-122.4194155,256000,383,203,0.347356533,0.131250757,0.314326724,0.859836698,0.669312191,0.041343472,160.548,0.03982745,0.565522,0.44520331,0.538078,0.467,0,0
695,36083,37.7749295,-122.4194155,256000,397,220,0.626766542,0.051667713,0.225799475,0.750179965,0.129765328,0.059997512,234.501,0.128666891,0.565522,0.44520331,0.538078,0,0,0
696,36084,37.7749295,-122.4194155,256000,550,273,0.58264324,0.116051954,0.312828646,0.935999653,0.107977804,0.044091814,153.333,0.182465076,0.565522,0.44520331,0.538078,0,0,0
697,36085,37.7749295,-122.4194155,256000,315,913,0.852781818,0.114818574,0.327647617,0.882380808,0.111843397,0.045127776,96.467,0.130284927,0.565522,0.44520331,0.538078,0,0,0
698,36102,42.3250896,-72.6412013,256000,439,327,0.011183272,0.34401489,0.353725222,0.923197737,0.501934438,0.033195859,111.592,0.521013393,0.520734,0.498462604,0.292585,0,0,0
699,36105,42.3250896,-72.6412013,256000,439,362,0.09432552,0.27038226,0.356584305,0.94786505,0.614185461,0.03973579,164.593,0.225126984,0.520734,0.498462604,0.292585,0,0,0
720,36373,51.165691,10.451526,320000,285,1044,2.36E-05,0.227663781,0.190653635,0.956267786,0.179670751,0.036341812,133.351,0.039757621,0.132364,0.126702893,0.10499,0,0,0
735,36481,-12.0478158,-77.0622028,320000,222,2586,0.459856316,0.330649598,0.884760929,0.901868474,0.09668541,0.039240136,154.035,0.399537091,0.500791,0.479372551,0.321821,0,0,1
736,36482,-12.0478158,-77.0622028,320000,150,216,0.706325217,0.256695582,0.850332412,0.925104173,0.108494305,0.041106909,160.192,0.619267008,0.500791,0.479372551,0.321821,0,0,0
737,36483,-12.0478158,-77.0622028,320000,174,179,0.770043062,0.314474631,0.697800873,0.944371922,0.101763724,0.03974711,140.928,0.582536493,0.500791,0.479372551,0.321821,0.423,0,0
738,36484,-12.0478158,-77.0622028,320000,279,141,0.608063802,0.408748074,0.564633926,0.854744408,0.094407852,0.033887676,136.6,0.417059606,0.500791,0.479372551,0.321821,0,0,0
739,36485,-12.0478158,-77.0622028,320000,214,1123,0.876144374,0.522638688,0.63818348,0.801486692,0.11064898,0.02940912,92.949,0.796046075,0.500791,0.479372551,0.321821,0,0,0
740,36486,-12.0478158,-77.0622028,320000,188,110,0.837759419,0.416011304,0.77509165,0.946008337,0.103872778,0.037319534,134.567,0.576804218,0.500791,0.479372551,0.321821,0.355,0,0
741,36487,-12.0478158,-77.0622028,320000,243,117,0.64429133,0.299024581,0.689861989,0.851974461,0.102481828,0.034249582,142.565,0.376627322,0.500791,0.479372551,0.321821,0,0,0
742,36488,-12.0478158,-77.0622028,320000,246,86,0.82832532,0.218874764,0.836021652,0.82528463,0.138401349,0.042534269,162.003,0.642790214,0.500791,0.479372551,0.321821,0,0,0
743,36489,-12.0478158,-77.0622028,320000,156,202,0.713330994,0.296475883,0.66504038,0.873656506,0.100870766,0.041295712,136.607,0.250438969,0.500791,0.479372551,0.321821,0.423,0,0
744,36490,-12.0478158,-77.0622028,320000,209,146,0.631071329,0.227486739,0.723865395,0.84611072,0.103819573,0.03628919,147.521,0.571439249,0.500791,0.479372551,0.321821,0,0,0
745,36516,34.1103407,-118.2585096,128000,169,1105,0.904592602,0.384032605,0.366282694,0.80335402,0.116010432,0.033078618,94.079,0.255645912,0.550704,0.404590068,0.582893,0.564,0,0
746,36518,34.1103407,-118.2585096,128000,207,975,0.524583744,0.191266651,0.417130157,0.883545813,0.110859803,0.031074858,146.424,0.295433386,0.550704,0.404590068,0.582893,0,0,0
747,36520,34.1103407,-118.2585096,128000,198,1205,0.887294865,0.323880919,0.376687467,0.709952045,0.064706169,0.035215934,106.244,0.565248834,0.550704,0.404590068,0.582893,0,1,1
748,36521,34.1103407,-118.2585096,128000,239,828,0.954827731,0.32032159,0.415462894,0.875115234,0.11144991,0.029034943,89.699,0.055147636,0.550704,0.404590068,0.582893,0,1,0
749,36523,34.1103407,-118.2585096,128000,269,962,0.944751554,0.35120083,0.399945221,0.886491232,0.111577475,0.03163818,104.039,0.481274667,0.550704,0.404590068,0.582893,0,0,0
750,36525,34.1103407,-118.2585096,128000,173,1408,0.872865265,0.5247916,0.486815737,0.880349976,0.15682165,0.032251207,132.291,0.904304978,0.550704,0.404590068,0.582893,0,0,1
751,36526,34.1103407,-118.2585096,128000,190,2638,0.748953474,0.394577019,0.653424928,0.522768713,0.113572298,0.03782234,100.436,0.5740163,0.550704,0.404590068,0.582893,0,0.483,1
752,36527,34.1103407,-118.2585096,128000,221,1739,0.823869198,0.311751661,0.463510094,0.90340878,0.095303521,0.038381034,165.667,0.775569542,0.550704,0.404590068,0.582893,0,0,1
773,37319,49.287239,17.70804,320000,173,949,0.903149902,0.558377339,0.625469677,0.851911785,0.212606508,0.095296829,98.788,0.617059412,0.567391,0.540344867,0.403759,0,0,0
774,37322,49.287239,17.70804,320000,286,271,0.90569903,0.495367936,0.688180278,0.207379782,0.197514531,0.075181367,110.544,0.537107949,0.567391,0.540344867,0.403759,0,0,0
775,37329,40.65,-73.95,256000,484,593,0.602915723,0.315130102,0.404157616,0.850828318,0.153096417,0.051919302,131.826,0.038917089,0.456091,0.436584336,0.373004,0,0,0
776,37330,40.65,-73.95,256000,230,464,0.417512269,0.118668347,0.705962053,0.825125101,0.105354766,0.047481622,219.69,0.192290552,0.456091,0.436584336,0.373004,0,0,0
777,37331,40.65,-73.95,256000,418,405,0.534863057,0.46257946,0.384398463,0.893395007,0.10160145,0.04405224,120.37,0.136458802,0.456091,0.436584336,0.373004,0,0,0
778,37457,30.267153,-97.7430608,256000,162,635,0.973108971,0.618295478,0.555590682,0.889604226,0.1775096,0.029949093,139.856,0.838901381,0.41091,0.393335692,0.233583,0.467,0,0
779,37458,30.267153,-97.7430608,256000,128,325,0.925802467,0.35424178,0.489144963,0.941839873,0.192774823,0.027296108,138.061,0.539751373,0.41091,0.393335692,0.233583,0,0,0
780,37459,30.267153,-97.7430608,256000,176,399,0.838157636,0.331324046,0.744304872,0.883807774,0.097816597,0.032746793,179.242,0.604720739,0.41091,0.393335692,0.233583,0,0,0
781,37460,30.267153,-97.7430608,256000,186,1984,0.967115584,0.417184826,0.48753779,0.917917854,0.192796273,0.032626838,94.11,0.493640102,0.41091,0.393335692,0.233583,0,0,1
782,37461,30.267153,-97.7430608,256000,147,284,0.944961164,0.29387728,0.602896197,0.834004403,0.151073625,0.032938171,176.576,0.607860801,0.41091,0.393335692,0.233583,0,0.486,0
783,37462,30.267153,-97.7430608,256000,161,307,0.907130132,0.415829975,0.584643055,0.802399281,0.105950094,0.030397157,96.557,0.715003341,0.41091,0.393335692,0.233583,0.615,0,0
785,37630,40.7143528,-74.0059731,256000,124,551,0.791129155,0.388435938,0.901017521,0.830441551,0.113874182,0.044487961,122.364,0.427019428,0.411327,0.393734858,0.298517,0.688,0,0
786,37631,40.7143528,-74.0059731,256000,143,269,0.440107472,0.406576556,0.645762229,0.683658515,0.300426064,0.047411826,137.572,0.267930495,0.411327,0.393734858,0.298517,0,0,0
787,37632,40.7143528,-74.0059731,256000,252,276,0.583463088,0.24039145,0.882327595,0.860317165,0.206071932,0.057250359,125.82,0.253183876,0.411327,0.393734858,0.298517,0.465,0.333,0
788,37633,40.7143528,-74.0059731,256000,110,98,0.62445683,0.257615465,0.781252867,0.784819369,0.162936919,0.057010668,95.477,0.6613459,0.411327,0.393734858,0.298517,0.778,0,0
789,37635,40.7143528,-74.0059731,256000,95,156,0.424146826,0.252623864,0.836460624,0.569176768,0.340930257,0.048023993,134.082,0.471206725,0.411327,0.393734858,0.298517,0.811,0,0
790,37636,40.7143528,-74.0059731,256000,133,178,0.819437081,0.356905388,0.696592267,0.770695033,0.129564299,0.053233482,111.09,0.735125377,0.411327,0.393734858,0.298517,0,0,0
791,37637,40.7143528,-74.0059731,256000,127,615,0.628078226,0.361320812,0.825036565,0.847185144,0.196486463,0.039851795,139.139,0.599085929,0.411327,0.393734858,0.298517,0.583,0,0
792,37725,0,0,256000,341,2849,0.940223363,0.079125838,0.171945781,0.932530461,0.700101751,0.037859052,79.376,0.234403399,0.53775,0.427020344,0.532286,0,0,1
793,37726,0,0,256000,545,1641,0.723575733,0.208641214,0.537805991,0.916528494,0.10860361,0.048547439,135.006,0.147388663,0.53775,0.427020344,0.532286,0,0,1
794,37727,0,0,256000,352,2353,0.554473304,0.208291865,0.5919671,0.915175521,0.133101449,0.048093624,133.455,0.047285968,0.53775,0.427020344,0.532286,0,0,1
795,37729,0,0,256000,345,1792,0.740973639,0.34058482,0.348970379,0.935275569,0.11813176,0.034383734,97.095,0.037589811,0.53775,0.427020344,0.532286,0,0,1
796,37730,0,0,256000,225,2961,0.505183446,0.342896576,0.475797358,0.947640609,0.101868427,0.032990446,94.998,0.29298489,0.53775,0.427020344,0.532286,0,0,1
797,37731,0,0,256000,599,2997,0.94351862,0.110561705,0.1970403,0.94471852,0.189710284,0.040727641,94.182,0.074501472,0.53775,0.427020344,0.532286,0,0,1
798,37859,0,0,320000,120,5267,0.001059347,0.274547655,0.797492283,0.913850243,0.080211132,0.079828554,180.324,0.083198461,0.138291,0.132376399,0.049894,0,0,1
799,37860,0,0,320000,123,1744,0.309165864,0.280580165,0.594398505,0.872056137,0.112089415,0.031602735,185.961,0.881587807,0.138291,0.132376399,0.049894,0,0,1
812,37947,45.66631,12.24204,256000,186,407,0.382674911,0.593325486,0.625116924,0.619608773,0.099648345,0.031972337,103.14,0.961398712,0.36296,0.347436477,0.317002,0,0,0
813,37948,45.66631,12.24204,256000,127,79,0.538293376,0.477488015,0.910991844,0.875218734,0.152322846,0.035714895,117.6,0.847152226,0.36296,0.347436477,0.317002,0,0,0
814,37949,45.66631,12.24204,256000,103,147,0.456978403,0.510305168,0.572397767,0.873289712,0.104213283,0.035954648,121.82,0.931861038,0.36296,0.347436477,0.317002,0.8,0,0
815,37950,45.66631,12.24204,256000,176,54,0.762669589,0.563893285,0.91341624,0.8538624,0.180869961,0.039744641,122.891,0.568445217,0.36296,0.347436477,0.317002,0,0,0
816,37952,45.66631,12.24204,256000,209,61,0.667695577,0.385197266,0.839923857,0.858863599,0.131551437,0.038561837,163.813,0.908583925,0.36296,0.347436477,0.317002,0,0,0
817,37953,45.66631,12.24204,256000,209,75,0.125213426,0.345988758,0.872567894,0.834441857,0.135030927,0.039700411,158.635,0.922860193,0.36296,0.347436477,0.317002,0,0,0
818,37954,45.66631,12.24204,256000,115,78,0.704820822,0.532682118,0.819860221,0.768292801,0.130870487,0.034780566,111.801,0.962595553,0.36296,0.347436477,0.317002,0.565,0,0
819,37955,45.66631,12.24204,256000,190,36,0.007003528,0.465141446,0.397699469,0.829833892,0.130444577,0.037251333,125.073,0.508871788,0.36296,0.347436477,0.317002,0,0,0
820,37956,45.66631,12.24204,256000,177,118,0.166650962,0.396264447,0.921718958,0.933657272,0.102667457,0.033164608,114.021,0.864780577,0.36296,0.347436477,0.317002,0.756,0,0
835,38435,-40.900557,174.885971,256000,176,6682,2.06E-05,0.231765381,0.266845452,0.822148144,0.116443999,0.039660091,54.326,0.398142582,0.352514,0.334942975,0.405435,0,0.767,1
841,38617,-40.900557,174.885971,256000,207,1949,0.155656567,0.391843072,0.616754938,0.954784965,0.113143814,0.107169047,117.525,0.422070419,0.352514,0.334942975,0.405435,0,0,1
984,39965,51.506321,-0.12714,192000,283,563,0.672795984,0.375070846,0.499573529,0.970022909,0.112940905,0.044726878,116.559,0.328280498,0.387819,0.371232277,0.267186,0,0,0
985,40020,40.65,-73.95,256000,486,298,0.910991541,0.340190143,0.759164913,0.939283946,0.120894179,0.069840776,131.611,0.534107165,0.304526,0.291501655,0.169567,0,0,0
986,40021,40.65,-73.95,256000,422,150,0.91295233,0.172508627,0.483038622,0.960606802,0.12130957,0.038527128,70.01,0.212790005,0.304526,0.291501655,0.169567,0,0,0
987,40022,40.65,-73.95,256000,239,141,0.937067804,0.276677091,0.779180431,0.959928687,0.197236509,0.048321842,140.926,0.305164791,0.304526,0.291501655,0.169567,0,0,0
988,40023,40.65,-73.95,256000,328,64,0.855261196,0.316294932,0.651072818,0.961930251,0.111712346,0.047291122,131.806,0.532245962,0.304526,0.291501655,0.169567,0,0,0
989,40024,40.65,-73.95,256000,262,375,0.868648868,0.221814882,0.809980035,0.969430594,0.122339009,0.076271175,128.666,0.269758645,0.304526,0.291501655,0.169567,0,0,0
990,40025,40.65,-73.95,256000,241,57,0.964981832,0.282199913,0.924728529,0.969799475,0.152539767,0.046691266,150.611,0.210506874,0.304526,0.291501655,0.169567,0,0,0
991,40026,40.65,-73.95,256000,418,226,0.836550749,0.243113366,0.466627715,0.953541582,0.134706024,0.041644036,143.278,0.497028605,0.304526,0.291501655,0.169567,0,0,0
992,40027,40.65,-73.95,256000,186,71,0.947651246,0.442840639,0.906686618,0.97031747,0.114163704,0.057838092,139.651,0.352190451,0.304526,0.291501655,0.169567,0,0,0
993,40028,40.65,-73.95,256000,203,150,0.899410916,0.205088727,0.83548542,0.942748049,0.094390306,0.070647605,148.232,0.163572419,0.304526,0.291501655,0.169567,0,0,0
994,40029,40.65,-73.95,256000,258,77,0.86070617,0.362786994,0.440539651,0.968797863,0.112457582,0.038932453,124.707,0.52291979,0.304526,0.291501655,0.169567,0,0,0
995,40034,40.65,-73.95,256000,326,242,0.828016729,0.1631592,0.921048272,0.952046904,0.224142784,0.065045473,161.982,0.040075576,0.304526,0.291501655,0.169567,0.545,0,0
1094,40903,40.7143528,-74.0059731,320000,270,7015,0.862434762,0.556789112,0.370848838,0.941673415,0.070051822,0.024756343,82.501,0.310030878,0.136121,0.130299209,0.124749,0.67,0.152,1
1100,40936,42.331685,-83.047924,192000,374,921,0.98911937,0.631639248,0.271417953,7.26E-05,0.110436163,0.943082522,120.856,0.692889217,0.434957,0.416354221,0.373118,0,0,0
1101,40937,42.331685,-83.047924,192000,234,1390,0.841789971,0.474745404,0.410427315,0.858404443,0.102118574,0.032249825,137.536,0.426751218,0.434957,0.416354221,0.373118,0,0,1
1102,40939,42.331685,-83.047924,192000,206,1987,0.957117723,0.49073983,0.670602999,0.897157891,0.170854595,0.092748076,126.354,0.706684717,0.434957,0.416354221,0.373118,0.583,0,1
1103,40940,42.331685,-83.047924,192000,536,2933,0.946865568,0.406479028,0.631743691,0.812268018,0.188054523,0.063952439,111.549,0.469594373,0.434957,0.416354221,0.373118,0.234,0,1
1104,40941,31.147558,-85.377907,256000,331,158,0.965962849,0.507598535,0.306004098,0.000167114,0.099469905,0.929465873,209.62,0.36472023,0.23102,0.221139451,0.322247,0,0,0
1105,40942,31.147558,-85.377907,256000,186,157,0.10928015,0.389375841,0.538493153,0.470158691,0.127405,0.044125919,132.884,0.648711503,0.23102,0.221139451,0.322247,0,0,0
1106,40943,31.147558,-85.377907,256000,165,303,0.622521166,0.321058196,0.767227534,0.203212148,0.097951961,0.042371141,160.698,0.737213019,0.23102,0.221139451,0.322247,0,0,0
1107,40944,31.147558,-85.377907,256000,174,98,0.28124537,0.397368113,0.548587901,0.027427197,0.12239239,0.049324288,146.944,0.728401058,0.23102,0.221139451,0.322247,0,0,0
1108,40945,31.147558,-85.377907,256000,195,77,0.780414517,0.471000546,0.410563418,0.304649223,0.12678541,0.053406968,130.168,0.682894668,0.23102,0.221139451,0.322247,0.643,0,0
1109,40947,31.147558,-85.377907,256000,164,94,0.282826924,0.561144877,0.454417872,0.910659773,0.118207798,0.053661027,130.38,0.733400726,0.23102,0.221139451,0.322247,0,0,0
1110,40948,31.147558,-85.377907,256000,131,113,0.846783066,0.227621227,0.469202592,0.933570353,0.080573742,0.029546222,80.122,0.945516544,0.23102,0.221139451,0.322247,0,0,0
1111,40949,31.147558,-85.377907,256000,164,112,0.806209028,0.267709172,0.672274424,0.925844732,0.087193367,0.075375419,156.275,0.691323097,0.23102,0.221139451,0.322247,0,0.481,0
1112,40950,31.147558,-85.377907,256000,196,80,0.498846642,0.396341585,0.52483431,0.876523008,0.120655918,0.051261318,132.777,0.564141614,0.23102,0.221139451,0.322247,0,0,0
1113,40951,31.147558,-85.377907,256000,167,71,0.010380633,0.264074298,0.837445818,0.873202308,0.169027867,0.037758744,135.958,0.758467209,0.23102,0.221139451,0.322247,0,0,0
1114,40952,31.147558,-85.377907,256000,194,110,0.499331853,0.465505291,0.479549883,0.664364127,0.13122435,0.039307708,128.208,0.712155308,0.23102,0.221139451,0.322247,0,0,0
1115,41011,52.3815988,-3.9224817,256268,186,956,0.982464125,0.405423768,0.82389277,0.922479986,0.105136565,0.049651691,117.501,0.121220382,0.403108,0.385867378,0.329179,0,0,0
1116,41012,52.3815988,-3.9224817,256671,202,439,0.460254408,0.277780924,0.608710466,0.964202033,0.125013509,0.029391575,110.491,0.600045953,0.403108,0.385867378,0.329179,0,0,0
1117,41013,52.3815988,-3.9224817,255920,317,942,0.886084538,0.285423149,0.705669485,0.972870004,0.159332463,0.050757315,92.425,0.161595747,0.403108,0.385867378,0.329179,0,0.467,0
1118,41014,52.3815988,-3.9224817,255757,438,620,0.515881513,0.323818776,0.960314549,0.863356539,0.117743527,0.052190906,148.893,0.122400254,0.403108,0.385867378,0.329179,0,0,0
1119,41015,52.3815988,-3.9224817,256233,247,1057,0.036297236,0.239067755,0.521439806,0.953359344,0.117263559,0.055948953,91.106,0.341348166,0.403108,0.385867378,0.329179,0.322,0,0
1120,41016,52.3815988,-3.9224817,255878,782,1046,0.022221423,0.452081085,0.407828226,0.962562737,0.091738852,0.027159951,130.867,0.639969815,0.403108,0.385867378,0.329179,0,0,0
1131,41095,43.293705,5.372475,320000,243,13527,0.876357522,0.524168949,0.863145646,0.971134723,0.165635023,0.0303463,114.847,0.474859413,0.375834,0.359759866,0.188902,0.556,0,1
1139,41207,39.95228,-75.162454,256000,341,1094,0.48716503,0.181752323,0.724094703,0.909135166,0.110013746,0.052762273,126.314,0.331422204,0.489805,0.468856413,0.394641,0,0,0
1140,41208,39.95228,-75.162454,256000,472,369,0.17600863,0.172210016,0.964999691,0.889641527,0.366176627,0.083880241,141.805,0.121372687,0.489805,0.468856413,0.394641,0,0,0
1141,41209,39.95228,-75.162454,256000,233,402,0.838249245,0.253047125,0.477311698,0.956339311,0.104914336,0.03565077,85.669,0.337379119,0.489805,0.468856413,0.394641,0,0,0
1142,41210,39.95228,-75.162454,256000,327,820,0.612197673,0.158843166,0.758281905,0.936786513,0.114922876,0.047720445,138.276,0.349489089,0.489805,0.468856413,0.394641,0,0,0
1143,41211,39.95228,-75.162454,256000,256,396,0.749771384,0.413521489,0.803157397,0.916811436,0.100280106,0.033811644,118.315,0.3081369,0.489805,0.468856413,0.394641,0,0,0
1154,41293,33.216565,-97.130984,256000,856,101,0.985367141,0.56311777,0.187373025,5.93E-06,0.149575963,0.954497555,199.785,0.508473402,0.324088,0.310227003,0.311887,0,0,0
1155,41294,33.216565,-97.130984,256000,177,145,0.695503616,0.503518514,0.532974499,0.793798602,0.132155979,0.044098764,122.959,0.466611877,0.324088,0.310227003,0.311887,0,0,0
1156,41295,33.216565,-97.130984,256000,208,181,0.786729988,0.425343036,0.640751978,0.944155491,0.093033647,0.03047894,139.986,0.286532269,0.324088,0.310227003,0.311887,0,0,0
1157,41296,33.216565,-97.130984,256000,166,117,0.7009324,0.370633437,0.651366281,0.852560915,0.109392899,0.037496175,119.341,0.49841061,0.324088,0.310227003,0.311887,0,0.615,0
1158,41297,33.216565,-97.130984,256000,231,138,0.822030014,0.478127476,0.503700456,0.926038307,0.096555547,0.030446758,92.643,0.509153931,0.324088,0.310227003,0.311887,0,0,0
1159,41299,33.216565,-97.130984,256000,186,159,0.861481007,0.4016478,0.646618775,0.885486526,0.099585648,0.045445731,132.998,0.328971611,0.324088,0.310227003,0.311887,0,0,0
